id,name,Title analysis,Components counts
1380900756265211521,Twin House – Pastel Room • Group-Friendly Near BTS,"['Property Type', 'Themed Features', 'Proximity to Transit']",3
1380913796169635503,O.拉玛九高级公寓/Wifi/ 健身房/近MRT/火车头夜市/无边框游泳池/A38F,"['Location Details', 'Property Type', 'Amenities', 'Proximity to Transit', 'Themed Features']",5
1380917894122636734,市中心漂亮的一卧公寓/one bedroom/天际泳池/牛仔街/BTS轻轨澎蓬站/素坤逸站,"['Location Details', 'Property Type', 'Bedroom Count', 'Amenities', 'Proximity to Transit']",5
1380919651175718931,O.拉玛九温馨公寓/Wifi/园林走廊/健身房/有机种植园/空中游泳池/免费接机/A38F,"['Location Details', 'Property Type', 'Descriptive Adjectives', 'Amenities', 'Additional Services', 'Themed Features']",6
1380919817708522064,Udom Su Individual Bed Shared Bath,['Property Type'],1
1380950928351905280,A10B/曼谷优雅大气一居室、三条交通干线贯穿、最近站口20米，轻松玩转曼谷,"['Location Details', 'Property Type', 'Bedroom Count', 'Proximity to Transit', 'Descriptive Adjectives']",5
1380962677898460430,B58A/豪华超高层公寓，超大落地窗景色迷人，安静、适合办公，久居、近MRT华马站,"['Location Details', 'Property Type', 'Descriptive Adjectives', 'View', 'Proximity to Transit']",5
1380994544347062496,Perfect Place [Perfect for extended stays],['Themed Features'],1
1380997059070951273,"10 mins walk BTS Ari, Modern Studio- Cozy &Quiet","['Proximity to Transit', 'Property Type', 'Descriptive Adjectives']",3
1381015856557685339,This's Short-term place to chill,['Themed Features'],1
1381020117052354407,5.Rama9高层楼盘/空中泳池/健身房/近MRT/一房一厅/A44,"['Location Details', 'Property Type', 'Amenities', 'Proximity to Transit', 'Bedroom Count']",5
1381023885008025204,Room117ขนาด40ตารางเมตร(ห้องน้ำส่วนตัว,"['Property Type', 'Amenities']",2
1381047151094367521,5.Rama9高层楼盘/空中泳池/健身房/近MRT/一房一厅/A38,"['Location Details', 'Property Type', 'Amenities', 'Proximity to Transit', 'Bedroom Count']",5
1381052530780297614,4.天街/高空无边泳池/配套豪华/楼下餐厅/loft/C10,"['Location Details', 'Amenities', 'Themed Features', 'Property Type']",4
1381094291226089292,Urban Oasis Condo BTS Onnut,"['Location Details', 'Property Type', 'Themed Features']",3
1381096695826888848,Low-rise Standard Studio in Ekamai-Thonglor,"['Descriptive Adjectives', 'Property Type', 'Location Details']",3
1381143287881535081,Grand Duplex 2BR︱Ultra Fast WiFi ︱BTS Thonglor,"['Property Type', 'Bedroom Count', 'Amenities', 'Proximity to Transit']",4
1381168089593144211,1 bedroom apartment near Temple of Dawn ห้อง2 วัดอรุณ,"['Location Details', 'Property Type', 'Bedroom Count', 'Proximity to Transit']",4
1381191961632761879,High view bkk accommodation,"['View', 'Property Type']",2
1381192864415019417,4.天街/高空无边泳池/配套豪华/楼下餐厅/loft/两房一厅/B15,"['Location Details', 'Amenities', 'Themed Features', 'Property Type', 'Bedroom Count']",5
1381204324640389571,Rama9- Duplex Near Train Market/ RCA Free Pool Gym,"['Location Details', 'Property Type', 'Amenities', 'Proximity to Transit']",4
1381214724675487406,Cozy House - 2 mins walk to skytrain,"['Descriptive Adjectives', 'Property Type', 'Proximity to Transit']",3
1381246982709861134,House Muji,"['Property Type', 'Themed Features']",2
1381261064335013934,House Rose,"['Property Type', 'Themed Features']",2
1381306787696978483,Luxury Pool Villa BKK,"['Property Type', 'Amenities', 'Themed Features']",3
1381366097850987885,City View Heritage Lofts Bangkok 302,"['View', 'Property Type', 'Themed Features']",3
1381369330817434503,Grand Heritage Rooftop Loft Bangkok 501,"['Property Type', 'Themed Features', 'View']",3
1381473286040510050,Twin House – 2BR • Group-Friendly Near BTS,"['Property Type', 'Bedroom Count', 'Themed Features', 'Proximity to Transit']",4
1381481620984932601,Twin House – Minimal Industrial • BTS Bangchak,"['Property Type', 'Themed Features', 'Proximity to Transit']",3
1381527760224758013,501 bed & space city center,"['Property Type', 'Themed Features']",2
1381530491390592085,BRK Apartment Don Mueang,"['Location Details', 'Property Type']",2
1381543396875810836,Silom纯女性民宿/四人间上下铺/独立卫生间/步行到BTS 5分分钟,"['Location Details', 'Property Type', 'Amenities', 'Proximity to Transit', 'Themed Features']",5
1381555702352621470,全新!Rama9豪华公寓/免费接机/无边高空泳池/健身房/wifi/配套豪华/近MRT/10F,"['Location Details', 'Property Type', 'Descriptive Adjectives', 'Amenities', 'Additional Services', 'Proximity to Transit']",6
1381561942023161754,Rama9 CBD Loft 3BR/pool/gym/wifi/LandmarkC307,"['Location Details', 'Property Type', 'Bedroom Count', 'Amenities', 'Themed Features']",5
1381638837905518569,rame9 无边泳池公寓 月租优惠 免费WiFi_1,"['Location Details', 'Property Type', 'Amenities', 'Additional Services']",4
1381648980671625618,rame9 无边泳池公寓 月租优惠 免费WiFi_2,"['Location Details', 'Property Type', 'Amenities', 'Additional Services']",4
1381664882966833595,Cozy Apartment in Thonglor,"['Descriptive Adjectives', 'Location Details', 'Property Type']",3
1381671238437118587,Luxury Condo Center of BKK! Close to Asok BTS,"['Descriptive Adjectives', 'Property Type', 'Proximity to Transit']",3
1381682054851318251,Luxury Condo Center of BKK! Close to Asok BTS,"['Descriptive Adjectives', 'Property Type', 'Proximity to Transit']",3
1381682892866966306,Cozy condo BTS Phakanong,"['Descriptive Adjectives', 'Property Type', 'Proximity to Transit']",3
1381695515840095945,NaNa BTS/Sukhumvit/2BR/Free WiFi&gym&Pool/T21,"['Location Details', 'Property Type', 'Bedroom Count', 'Amenities']",4
1381707692317994038,Sweet Living Home near MRT Huai Khuang,"['Descriptive Adjectives', 'Location Details', 'Property Type']",3
1381708043744024370,NaNa BTS/2BR/Free WiFi&gym&Pool& Park,"['Location Details', 'Property Type', 'Bedroom Count', 'Amenities']",4
1381714124629407119,Bangkok NaNa BTS/Free WiFi/KING size bed,"['Location Details', 'Property Type', 'Amenities']",3
1381716042725199533,Cozy room near BTS- Iconsiam B205,"['Location Details', 'Property Type', 'Descriptive Adjectives', 'Proximity to Transit']",4
1381720281477905922,Bangkok NaNa BTS/Free WiFi/KING size bed,"['Location Details', 'Property Type', 'Amenities', 'Bedroom Count']",4
1381732097795211635,The Designer 49 Villa,"['Property Type', 'Themed Features', 'Bedroom Count']",3
1381732947169218266,The Oasis Tranquil Escape,"['Themed Features', 'Descriptive Adjectives']",2
1381734446909693803,曼谷市中心酒店式住宅 R103,"['Location Details', 'Property Type', 'Themed Features']",3
1381739353625468961,提供免费健身房 无边游泳池A,['Amenities'],1
1381743849039733101,提供免费健身房 无边游泳池B,['Amenities'],1
1381746522627942851,提供免费健身房 无边游泳池c,['Amenities'],1
1381748544608904363,提供免费健身房 无边游泳池AA,['Amenities'],1
1381750853219209865,提供免费健身房 无边游泳池BB,['Amenities'],1
1381752946568135308,提供免费健身房 无边游泳池cc,['Amenities'],1
1381765833614410684,rame9 无边泳池公寓 月租优惠 免费WiFi_3,"['Location Details', 'Property Type', 'Amenities', 'Additional Services']",4
1381766473395465300,1 bedroom apartment near Temple of Dawn (ห้องที่3),"['Property Type', 'Bedroom Count', 'Location Details']",3
1381768617391286910,บ้าน4ห้องนอนใกล้btsเกษตร พักได้7คน มีครัว+สวน,"['Property Type', 'Bedroom Count', 'Location Details', 'Amenities', 'Additional Services']",5
1381769355496172008,Cozy room near BTS- Iconsiam B305,"['Location Details', 'Property Type', 'Descriptive Adjectives', 'Proximity to Transit']",4
1381809880269622245,2 Minutes Walking from SkyTrain,['Proximity to Transit'],1
1381816921166375011,Rama9/全新/豪华公寓/网红餐厅/无边泳池/健身房/精致两房/公共办公区域/网红餐厅/TJ,"['Location Details', 'Property Type', 'Themed Features', 'Amenities', 'Bedroom Count', 'Additional Services']",6
1381817903606268173,全新!Rama9豪华公寓两卧室/免费接机/无边高空泳池/健身房/wifi/配套豪华/近MRT/12f,"['Location Details', 'Property Type', 'Bedroom Count', 'Amenities', 'Additional Services', 'Proximity to Transit']",6
1381827334939794357,全新!Rama9豪华公寓两卧室/免费接机/无边高空泳池/健身房/wifi/配套豪华/近MRT/35,"['Location Details', 'Property Type', 'Bedroom Count', 'Amenities', 'Additional Services', 'Proximity to Transit']",6
1381837000856036573,全新!Rama9豪华公寓两卧室/免费接机/无边高空泳池/健身房/wifi/配套豪华/近MRT/22F,"['Location Details', 'Property Type', 'Bedroom Count', 'Amenities', 'Additional Services', 'Proximity to Transit']",6
1381840842303098720,全新!Rama9豪华公寓两卧室/免费接机/无边高空泳池/健身房/wifi/配套豪华/近MRT/10f,"['Location Details', 'Property Type', 'Bedroom Count', 'Amenities', 'Additional Services', 'Proximity to Transit']",6
1381851257315681267,全新!Rama9豪华公寓两卧室/免费接机/无边高空泳池/健身房/wifi/配套豪华/近MRT/40f,"['Location Details', 'Property Type', 'Bedroom Count', 'Amenities', 'Additional Services', 'Proximity to Transit']",6
1381857549727131598,全新!Rama9豪华公寓两卧室/免费接机/无边高空泳池/健身房/wifi/配套豪华/近MRT/58f,"['Location Details', 'Property Type', 'Bedroom Count', 'Amenities', 'Additional Services', 'Proximity to Transit']",6
1381858331188643864,At Queen Room,"['Property Type', 'Themed Features']",2
1381861573112205507,全新!Rama9豪华公寓两卧室/免费接机/无边高空泳池/健身房/wifi/配套豪华/近MRT/44f,"['Location Details', 'Property Type', 'Bedroom Count', 'Amenities', 'Additional Services', 'Proximity to Transit']",6
1381864789783910921,全新!Rama9豪华公寓两卧室/免费接机/无边高空泳池/健身房/wifi/配套豪华/近MRT/26F,"['Location Details', 'Property Type', 'Bedroom Count', 'Amenities', 'Additional Services', 'Proximity to Transit']",6
1381872336022655812,全新!Rama9豪华公寓两卧室/免费接机/无边高空泳池/健身房/wifi/配套豪华/近MRT/5f,"['Location Details', 'Property Type', 'Bedroom Count', 'Amenities', 'Additional Services', 'Proximity to Transit']",6
1381872412893918536,全新!Rama9豪华公寓两卧室/免费接机/无边高空泳池/健身房/wifi/配套豪华/近MRT/10F,"['Location Details', 'Property Type', 'Bedroom Count', 'Amenities', 'Additional Services', 'Proximity to Transit']",6
1381886214334363134,The Yellow House Poolvilla,"['Property Type', 'Themed Features', 'Amenities']",3
1381910759774971867,House with 3 Master Bedrooms and Pool Table Bar,"['Property Type', 'Bedroom Count', 'Amenities']",3
1381948810176256606,Riverside Retreat | 1BR Suite with Stunning View,"['Location Details', 'Property Type', 'Bedroom Count', 'View']",4
1381974283724418084,S.拉玛九复式Loft一房公寓/儿童俱乐部厅/游泳池/健身房/月租特惠/C10F,"['Location Details', 'Property Type', 'Bedroom Count', 'Amenities', 'Additional Services']",5
1382011096771027077,Sukhumvit 50 quiet comfy room near BTS onnut,"['Location Details', 'Property Type', 'Descriptive Adjectives', 'Proximity to Transit']",4
1382043634984162538,泳池健身房/近bts/楼下餐厅超市/交通便利,"['Amenities', 'Proximity to Transit', 'Additional Services']",3
1382048872407912316,Quiet comfy room@BTS onnut downstairs snooker club,"['Property Type', 'Descriptive Adjectives', 'Proximity to Transit', 'Additional Services']",4
1382053014750840033,Sukhumvit 50 Quiet Cozy One Bedroom,"['Location Details', 'Descriptive Adjectives', 'Bedroom Count']",3
1382053398858988124,Rama9/全新/豪华公寓/网红餐厅/无边泳池/健身房/精致两房/公共办公区域/网红餐厅/B15,"['Location Details', 'Property Type', 'Themed Features', 'Amenities', 'Bedroom Count', 'Additional Services']",6
1382061586403922529,BTS onnut Quiet one bedroom fast wifi pool gym,"['Proximity to Transit', 'Descriptive Adjectives', 'Bedroom Count', 'Amenities']",4
1382082118238760244,PhromPhong Best View Place,"['Location Details', 'View', 'Themed Features']",3
1382218070537391918,"Luxury condo - BTS Punnawithi - Pool, Gym, Sauna","['Property Type', 'Proximity to Transit', 'Amenities']",3
1382221495389247750,泳池健身房/silombts直達/樓下7-11/交通便利,"['Amenities', 'Proximity to Transit', 'Additional Services']",3
1382224340896621294,年租月租可預約看房/近bts步行2分钟/泳池健身房,"['Additional Services', 'Proximity to Transit', 'Amenities']",3
1382240463687989727,At Three Queen Room,"['Property Type', 'Themed Features']",2
1382350461434115034,Rama9 复式公寓/近拉玛九/通罗商圈/近火车夜市/去机场方便,"['Location Details', 'Property Type', 'Additional Services']",3
1382357940916860715,Thong lor City view with cozy,"['Location Details', 'View', 'Descriptive Adjectives']",3
1382368779083473062,"87 SQM, 2BR-2BA- Infinity Pool&Gym-BTS Ekamai 300m","['Property Type', 'Bedroom Count', 'Amenities', 'Proximity to Transit']",4
1382372167418636981,2Bedroom#BTS Phra Khanong#WI-FI#Shopping#Market,"['Bedroom Count', 'Proximity to Transit', 'Amenities', 'Additional Services']",4
1382389525994844144,Private  City Loft house near BTS skytrain,"['Property Type', 'Descriptive Adjectives', 'Proximity to Transit']",3
1382423329388893843,Bright & Airy Space near Airport,"['Descriptive Adjectives', 'Location Details']",2
1382490860766271667,舒适的一居室房间/辉煌/靠近地铁/代购街/象神,"['Property Type', 'Descriptive Adjectives', 'Proximity to Transit', 'Additional Services']",4
1382491387836078188,ห้องพักติดรถไฟฟ้าอุดมสุข2,"['Property Type', 'Proximity to Transit']",2
1382543565962168679,A7A/曼谷阳光公寓，靠近地铁，生活夜市，商场，设施齐全适合久居,"['Location Details', 'Property Type', 'Proximity to Transit', 'Additional Services']",4
1382580452911417629,"บ้านเล็กน่าอยู่, เขตหนองจอก","['Property Type', 'Descriptive Adjectives', 'Location Details']",3
1382589827508575611,全新!Rama9豪华公寓两卧室/免费接机/无边高空泳池/健身房/wifi/配套豪华/近MRT/44f,"['Location Details', 'Property Type', 'Bedroom Count', 'Amenities', 'Additional Services', 'Proximity to Transit']",6
1382593584739424082,全新!Rama9豪华公寓两卧室/免费接机/无边高空泳池/健身房/wifi/配套豪华/近MRT/26f,"['Location Details', 'Property Type', 'Bedroom Count', 'Amenities', 'Additional Services', 'Proximity to Transit']",6
1382597189993257883,全新!Rama9豪华公寓两卧室/免费接机/无边高空泳池/健身房/wifi/配套豪华/近MRT/27f,"['Location Details', 'Property Type', 'Bedroom Count', 'Amenities', 'Additional Services', 'Proximity to Transit']",6
1382603823859683571,全新!Rama9豪华公寓两卧室/免费接机/无边高空泳池/健身房/wifi/配套豪华/近MRT/44f,"['Location Details', 'Property Type', 'Bedroom Count', 'Amenities', 'Additional Services', 'Proximity to Transit']",6
1382606255364275621,全新!Rama9豪华公寓两卧室/免费接机/无边高空泳池/健身房/wifi/配套豪华/近MRT/45f,"['Location Details', 'Property Type', 'Bedroom Count', 'Amenities', 'Additional Services', 'Proximity to Transit']",6
1382614663695231758,全新!Rama9豪华公寓两卧室/免费接机/无边高空泳池/健身房/wifi/配套豪华/近MRT/42F,"['Location Details', 'Property Type', 'Bedroom Count', 'Amenities', 'Additional Services', 'Proximity to Transit']",6
1382709734612520642,Comfortable King Room + Private Bath - Central,"['Property Type', 'Descriptive Adjectives', 'Bedroom Count', 'Amenities']",4
1382873548757746701,[방콕 핫플 Thonglor] 콘도/방 2개 /수영장/헬스장 | Cool 바/맛집/루프탑,"['Location Details', 'Property Type', 'Bedroom Count', 'Amenities', 'Additional Services']",5
1383056497781618853,Asoke Stay Next to MRT / BTS,"['Location Details', 'Proximity to Transit']",2
1383063930426775613,A7A/可供1-2人入住，带厨房/舒适的独立公寓，离地铁站近，几百米就是各种小吃街,"['Additional Services', 'Amenities', 'Location Details', 'Proximity to Transit']",4
1383079232864100181,日式全新單臥室公寓-附泳池/健身房/桑拿/冥想室/工作室,"['Property Type', 'Bedroom Count', 'Amenities', 'Themed Features']",4
1383081750962648506,Skutan Inn Sutthisan Nexus Opal,"['Property Type', 'Themed Features']",2
1383082779377858596,Skutan Inn Sutthisan Nexus Opal,"['Property Type', 'Themed Features']",2
1383084093973043039,stunning 湄南河 icon siam 无边泳池 免费接送,"['Location Details', 'View', 'Amenities', 'Additional Services']",4
1383141170442489260,An Entire Floor at BTS Bangchak,"['Property Type', 'Proximity to Transit']",2
1383162930776285153,Lexurious 5 star condo near MRT PoolGym Fastwifi,"['Property Type', 'Themed Features', 'Amenities', 'Proximity to Transit']",4
1383178759966737063,A Private Room in Sukhumvit BTS,"['Property Type', 'Location Details', 'Proximity to Transit']",3
1383181426914838956,一间卧室/客厅/独立洗浴间/泳池健身房/bts步行50米,"['Bedroom Count', 'Amenities', 'Proximity to Transit']",3
1383183546956673355,A Penthouse w/ rooftop near BTS,"['Property Type', 'Themed Features', 'Proximity to Transit']",3
1383192149331688130,Room for 4 guests | 100m to BTS,"['Property Type', 'Additional Services', 'Proximity to Transit']",3
1383205820584553192,BrandNew 1BD Balcony PhromPhong Sauna  Pool Gym,"['Property Type', 'Bedroom Count', 'Amenities']",3
1383234497114395579,Landmark@MRTA公寓43sqmDuplex沙发床+onebedroom+浴缸+WiFi,"['Property Type', 'Bedroom Count', 'Amenities']",3
1383268319434224220,brand new!MRT Rama9/loft/pool/gym/WIFI/shopping,"['Location Details', 'Property Type', 'Amenities', 'Additional Services']",4
1383293229418076632,全新!Rama9豪华公寓两卧室/免费接机/无边高空泳池/健身房/wifi/配套豪华/近MRT/38f,"['Location Details', 'Property Type', 'Bedroom Count', 'Amenities', 'Additional Services', 'Proximity to Transit']",6
1383296221520355582,全新!Rama9豪华公寓两卧室/免费接机/无边高空泳池/健身房/wifi/配套豪华/近MRT/17f,"['Location Details', 'Property Type', 'Bedroom Count', 'Amenities', 'Additional Services', 'Proximity to Transit']",6
1383298773933954040,全新!Rama9豪华公寓两卧室/免费接机/无边高空泳池/健身房/wifi/配套豪华/近MRT/41f,"['Location Details', 'Property Type', 'Bedroom Count', 'Amenities', 'Additional Services', 'Proximity to Transit']",6
1383301614184807922,全新!Rama9豪华公寓两卧室/免费接机/无边高空泳池/健身房/wifi/配套豪华/近MRT/19F,"['Location Details', 'Property Type', 'Bedroom Count', 'Amenities', 'Additional Services', 'Proximity to Transit']",6
1383303891604607641,全新!Rama9豪华公寓两卧室/免费接机/无边高空泳池/健身房/wifi/配套豪华/近MRT/12f,"['Location Details', 'Property Type', 'Bedroom Count', 'Amenities', 'Additional Services', 'Proximity to Transit']",6
1383306142222903151,全新!Rama9豪华公寓两卧室/免费接机/无边高空泳池/健身房/wifi/配套豪华/近MRT/54f,"['Location Details', 'Property Type', 'Bedroom Count', 'Amenities', 'Additional Services', 'Proximity to Transit']",6
1383308018022652547,全新!Rama9豪华公寓两卧室/免费接机/无边高空泳池/健身房/wifi/配套豪华/近MRT/18f,"['Location Details', 'Property Type', 'Bedroom Count', 'Amenities', 'Additional Services', 'Proximity to Transit']",6
1383311068845945439,全新!Rama9豪华公寓两卧室/免费接机/无边高空泳池/健身房/wifi/配套豪华/近MRT/17f,"['Location Details', 'Property Type', 'Bedroom Count', 'Amenities', 'Additional Services', 'Proximity to Transit']",6
1383313389508096841,全新!Rama9豪华公寓两卧室/免费接机/无边高空泳池/健身房/wifi/配套豪华/近MRT/21F,"['Location Details', 'Property Type', 'Bedroom Count', 'Amenities', 'Additional Services', 'Proximity to Transit']",6
1383320486492975445,全新!Rama9豪华公寓两卧室/免费接机/无边高空泳池/健身房/wifi/配套豪华/近MRT/26f,"['Location Details', 'Property Type', 'Bedroom Count', 'Amenities', 'Additional Services', 'Proximity to Transit']",6
1383323213463914034,全新!Rama9豪华公寓两卧室/免费接机/无边高空泳池/健身房/wifi/配套豪华/近MRT/49f,"['Location Details', 'Property Type', 'Bedroom Count', 'Amenities', 'Additional Services', 'Proximity to Transit']",6
1383325105036430523,全新!Rama9豪华公寓两卧室/免费接机/无边高空泳池/健身房/wifi/配套豪华/近MRT/17f,"['Location Details', 'Property Type', 'Bedroom Count', 'Amenities', 'Additional Services', 'Proximity to Transit']",6
1383327148681646933,全新!Rama9豪华公寓两卧室/免费接机/无边高空泳池/健身房/wifi/配套豪华/近MRT/19f,"['Location Details', 'Property Type', 'Bedroom Count', 'Amenities', 'Additional Services', 'Proximity to Transit']",6
1383328768737882248,Studio Apartment RAMA 9,"['Property Type', 'Location Details']",2
1383382944703714791,RARE! Panoramic Riverside Suite at Rarin Venue,"['Themed Features', 'View', 'Property Type']",3
1383383997038657222,Luxury house for family,"['Property Type', 'Themed Features', 'Additional Services']",3
1383419725369905314,S.拉玛九复式Loft一房公寓/迷你剧院/会议室/水疗池/健身房/月租特惠/C10F,"['Location Details', 'Property Type', 'Bedroom Count', 'Amenities', 'Additional Services']",5
1383752894526753275,Peaceful space sukhumvit 15,"['Descriptive Adjectives', 'Location Details']",2
1383778326497100751,B13A/曼谷优惠房源+带洗衣房+微波炉+高速WiFi+长期首选,"['Additional Services', 'Amenities', 'Location Details']",3
1383793830309015130,1B1B Serene & Stylish Stay F28 @Bangna,"['Bedroom Count', 'Descriptive Adjectives', 'Themed Features', 'Location Details']",4
1383814814477566741,B15B/拎包入住+复式阁楼,"['Additional Services', 'Property Type']",2
1383864779677929023,Homey House_02 @ Viphawadee_64,"['Property Type', 'Themed Features', 'Location Details']",3
1383875680177699450,Luxury Apartment sukhumvit41,"['Property Type', 'Location Details']",2
1383876529646599860,Beautiful duplex! City center 16FL,"['Property Type', 'Descriptive Adjectives', 'Location Details']",3
1383904915407482564,บ้านหรูอยู่สบายพื้นที่ใช้สอยมาก,"['Property Type', 'Descriptive Adjectives']",2
1383905410901590321,市中心超豪华高层公寓+空中泳池健身房+暹罗广场+四面佛+尚泰购物中心+位置绝佳超豪华,"['Location Details', 'Property Type', 'Amenities', 'Proximity to Transit', 'Themed Features', 'Descriptive Adjectives']",6
1383907682416300781,市中心超豪华高层公寓+空中泳池健身房+暹罗广场+四面佛+尚泰购物中心+位置绝佳超豪华,"['Location Details', 'Property Type', 'Amenities', 'Proximity to Transit', 'Themed Features', 'Descriptive Adjectives']",6
1383925997889966808,Relax &Cozy (304),"['Descriptive Adjectives', 'Themed Features']",2
1383942768973155401,5分钟抵达bts ekkamai/免费高速Wi-Fi+Netflix/楼下有7-11便利店,"['Proximity to Transit', 'Amenities', 'Additional Services']",3
1383959501958391086,Rama9 CBD Loft 1BR/pool/gym/wifi/LandmarkC306,"['Location Details', 'Property Type', 'Bedroom Count', 'Amenities', 'Themed Features']",5
1383967895869908917,Bkk UrbanOasis luxeSmartRetreat,"['Themed Features', 'Descriptive Adjectives']",2
1383986756033189553,"Stunning Condo @BTS On Nut - Pool, Gym, Wi-Fi","['Property Type', 'Proximity to Transit', 'Amenities', 'Descriptive Adjectives']",4
1383990967526913519,全新!Rama9豪华公寓两卧室/免费接机/无边高空泳池/健身房/wifi/配套豪华/近MRT/38f,"['Property Type', 'Bedroom Count', 'Amenities', 'Additional Services', 'Proximity to Transit', 'Descriptive Adjectives', 'Themed Features']",7
1384032893178812400,At Five Queen Room,"['Themed Features', 'Property Type']",2
1384037018301892920,全新!Rama9豪华公寓两卧室/免费接机/无边高空泳池/健身房/wifi/配套豪华/近MRT/36f,"['Property Type', 'Bedroom Count', 'Amenities', 'Additional Services', 'Proximity to Transit', 'Descriptive Adjectives', 'Themed Features']",7
1384039153516263684,全新!Rama9豪华公寓两卧室/免费接机/无边高空泳池/健身房/wifi/配套豪华/近MRT/40,"['Property Type', 'Bedroom Count', 'Amenities', 'Additional Services', 'Proximity to Transit', 'Descriptive Adjectives', 'Themed Features']",7
1384041092568683869,全新!Rama9豪华公寓两卧室/免费接机/无边高空泳池/健身房/wifi/配套豪华/近MRT/16F,"['Property Type', 'Bedroom Count', 'Amenities', 'Additional Services', 'Proximity to Transit', 'Descriptive Adjectives', 'Themed Features']",7
1384041226889314102,#106 Cozy 1BR/BTS.Thonglor,"['Themed Features', 'Descriptive Adjectives', 'Bedroom Count', 'Proximity to Transit']",4
1384043322099669507,全新!Rama9豪华公寓两卧室/免费接机/无边高空泳池/健身房/wifi/配套豪华/近MRT/54F,"['Property Type', 'Bedroom Count', 'Amenities', 'Additional Services', 'Proximity to Transit', 'Descriptive Adjectives', 'Themed Features']",7
1384045488284958066,全新!Rama9豪华公寓两卧室/免费接机/无边高空泳池/健身房/wifi/配套豪华/近MRT/57F,"['Property Type', 'Bedroom Count', 'Amenities', 'Additional Services', 'Proximity to Transit', 'Descriptive Adjectives', 'Themed Features']",7
1384047815483443316,全新!Rama9豪华公寓两卧室/免费接机/无边高空泳池/健身房/wifi/配套豪华/近MRT/16F,"['Property Type', 'Bedroom Count', 'Amenities', 'Additional Services', 'Proximity to Transit', 'Descriptive Adjectives', 'Themed Features']",7
1384051073238245126,全新!Rama9豪华公寓两卧室/免费接机/无边高空泳池/健身房/wifi/配套豪华/近MRT/16F,"['Property Type', 'Bedroom Count', 'Amenities', 'Additional Services', 'Proximity to Transit', 'Descriptive Adjectives', 'Themed Features']",7
1384079219510524984,#406 Cozy 1BR suite near BTS thonglor /1 queen bed,"['Themed Features', 'Descriptive Adjectives', 'Bedroom Count', 'Proximity to Transit', 'Property Type']",5
1384152158055707748,"Infinity pool, Gym, Panoramic Luxury in Thong Lor!","['Amenities', 'View', 'Descriptive Adjectives', 'Location Details']",4
1384238390176210563,特价房间月租5折/Huaikhwang地铁一百米/辉煌夜市/象神,"['Additional Services', 'Proximity to Transit', 'Location Details', 'Themed Features']",4
1384242914468456895,曼谷最市中心位置/全新公寓/近21航站楼/Asoke/BTS,"['Location Details', 'Property Type', 'Proximity to Transit', 'Themed Features']",4
1384410677869085967,ชาวสวนคลาสสิคโฮมสเตย์,"['Themed Features', 'Property Type']",2
1384450908848117256,D9A/曼谷好再来公寓，舒适感好，干净卫生可做饭，附近就是农贸市场,"['Themed Features', 'Property Type', 'Descriptive Adjectives', 'Amenities', 'Location Details']",5
1384452415827668792,步行bts50米/近icomsiam/可预约看房/泳池健身房,"['Proximity to Transit', 'Proximity to Transit', 'Additional Services', 'Amenities']",4
1384542718846881284,BTS onnut one bedroom quiet room fast WiFi Netlifx,"['Proximity to Transit', 'Bedroom Count', 'Descriptive Adjectives', 'Amenities']",4
1384564695714487686,SuperHost 4Bedroom NewEdgy 9pp Sukhumvit 4 BTSNana,"['Bedroom Count', 'Descriptive Adjectives', 'Themed Features', 'Proximity to Transit', 'Property Type']",5
1384611797055351193,Altitude Living Park View l BTS Mochit,"['View', 'Themed Features', 'Proximity to Transit']",3
1384670162943970438,Central BKK Stay w/ Private room,"['Themed Features', 'Property Type']",2
1384707709658467017,Rama9 luxury condo 1BR/Pool/Gym/Wifi/35F,"['Location Details', 'Property Type', 'Bedroom Count', 'Amenities', 'Themed Features']",5
1384718502765343660,Rama9 luxury condo 1BR/Pool/Gym/Wifi/44F,"['Location Details', 'Property Type', 'Bedroom Count', 'Amenities', 'Themed Features']",5
1384725296436369170,Rama9 luxury condo 1BR/Pool/Gym/Wifi/26F,"['Location Details', 'Property Type', 'Bedroom Count', 'Amenities', 'Themed Features']",5
1384729524818377227,Rama9 luxury condo 1BR/Pool/Gym/Wifi/26F,"['Location Details', 'Property Type', 'Bedroom Count', 'Amenities', 'Themed Features']",5
1384731523610267628,Rama9 luxury condo 1BR/Pool/Gym/Wifi/11F,"['Location Details', 'Property Type', 'Bedroom Count', 'Amenities', 'Themed Features']",5
1384733735343269002,Rama9 luxury condo 1BR/Pool/Gym/Wifi/44F,"['Location Details', 'Property Type', 'Bedroom Count', 'Amenities', 'Themed Features']",5
1384737746817891738,Rama9 luxury condo 1BR/Pool/Gym/Wifi/58F,"['Location Details', 'Property Type', 'Bedroom Count', 'Amenities', 'Themed Features']",5
1384752722139630841,Rama9 luxury condo 1BR/Pool/Gym/Wifi/44F,"['Location Details', 'Property Type', 'Bedroom Count', 'Amenities', 'Themed Features']",5
1384758197969854134,Rama9 luxury condo 1BR/Pool/Gym/Wifi/54F,"['Location Details', 'Property Type', 'Bedroom Count', 'Amenities', 'Themed Features']",5
1384763040528499662,Rama9 luxury condo 1BR/Pool/Gym/Wifi/17F,"['Location Details', 'Property Type', 'Bedroom Count', 'Amenities', 'Themed Features']",5
